Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2016/10/17, 11:25:39, 34.666199, 135.213287, 50.80,  396.00, 0, -2, 0.00, 1
2016/10/17, 11:26:53, 34.666195, 135.213043, 17.57,  1080.00, 268, 0, 22.32, 1
2016/10/17, 11:28:11, 34.666222, 135.213333, 51.18,  684.00, 83, 0, 26.69, 1
2016/10/17, 11:33:41, 34.666180, 135.213455, 68.43,  612.00, 112, -4, 12.10, 1
2016/10/17, 13:09:07, 34.666180, 135.213455, 68.43,  612.00, 0, -2, 0.00, 1
2016/10/17, 13:20:59, 34.666164, 135.212875, 11.56,  14940.00, 268, -4, 53.07, 1
2016/10/18, 09:26:11, 34.666164, 135.212875, 11.56,  14940.00, 0, -2, 0.00, 1
2016/10/18, 09:31:03, 34.665920, 135.214172, 72.59,  900.00, 102, 0, 121.68, 1
2016/10/18, 09:32:26, 34.666256, 135.213394, 3.79,  2124.00, 297, 0, 80.37, 1
2016/10/18, 09:36:03, 34.666073, 135.213547, 10.99,  4212.00, 145, 0, 24.70, 1
2016/10/18, 09:37:27, 34.665054, 135.214462, 276.18,  1188.00, 143, 0, 140.86, 1
2016/10/18, 09:39:41, 34.665596, 135.214752, 220.75,  0.00, 23, 0, 65.85, 1
2016/10/18, 09:41:07, 34.665649, 135.213928, 138.12,  1008.00, 274, 0, 75.59, 1
2016/10/18, 09:43:02, 34.665676, 135.214005, 165.25,  2628.00, 66, 0, 7.66, 1
2016/10/18, 09:44:07, 34.665348, 135.214218, 100.13,  684.00, 151, 0, 41.35, 1
2016/10/18, 09:46:20, 34.666122, 135.213699, 38.19,  468.00, 331, 0, 98.29, 1
2016/10/18, 09:50:11, 34.665760, 135.214386, 40.75,  7056.00, 122, 0, 74.62, 1
2016/10/18, 09:51:36, 34.666206, 135.213318, 24.68,  2664.00, 296, 0, 109.54, 1
2016/10/18, 09:53:01, 34.666328, 135.213364, -4.27,  3204.00, 17, 0, 14.20, 1
2016/10/18, 09:54:14, 34.666412, 135.213318, -9.65,  1260.00, 335, 0, 10.24, 1
2016/10/18, 09:56:00, 34.666275, 135.213501, 23.30,  1764.00, 132, 0, 22.63, 1
2016/10/18, 09:57:46, 34.666317, 135.213425, -17.84,  648.00, 303, 0, 8.37, 1
